scenario_id,observation_index,trace_id,app,content,real_rf_state_id,primary_rf_state_id,target_rsrp_dbm,target_rsrq_db,target_snr_db,primary_control_state_id,primary_ploss,primary_noise_power_dB,primary_supported,candidate_control_state_id,candidate_ploss,candidate_noise_power_dB,candidate_supported,both_supported,primary_only,candidate_only,union_supported
ucc-static-03c60d20f6ba6fb3,31,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,rsrp=-89|rsrq=-16|snr=4,rsrp=-89|rsrq=-16,-89,-16,4,ploss=0|noise_power_dB=-5,0,-5,False,ploss=0|noise_power_dB=-5,0,-5,False,False,False,False,False
ucc-static-03c60d20f6ba6fb3,32,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,rsrp=-89|rsrq=-16|snr=4,rsrp=-89|rsrq=-16,-89,-16,4,ploss=0|noise_power_dB=-5,0,-5,False,ploss=0|noise_power_dB=-5,0,-5,False,False,False,False,False
ucc-static-03c60d20f6ba6fb3,33,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,rsrp=-89|rsrq=-16|snr=2,rsrp=-89|rsrq=-16,-89,-16,2,ploss=0|noise_power_dB=-5,0,-5,False,ploss=0|noise_power_dB=-5,0,-5,False,False,False,False,False
ucc-static-03c60d20f6ba6fb3,34,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,rsrp=-89|rsrq=-16|snr=2,rsrp=-89|rsrq=-16,-89,-16,2,ploss=0|noise_power_dB=-5,0,-5,False,ploss=0|noise_power_dB=-5,0,-5,False,False,False,False,False
ucc-static-03c60d20f6ba6fb3,35,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,rsrp=-88|rsrq=-16|snr=1,rsrp=-88|rsrq=-16,-88,-16,1,ploss=0|noise_power_dB=-5,0,-5,False,ploss=0|noise_power_dB=-5,0,-5,False,False,False,False,False
ucc-static-03c60d20f6ba6fb3,36,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,rsrp=-88|rsrq=-16|snr=1,rsrp=-88|rsrq=-16,-88,-16,1,ploss=0|noise_power_dB=-5,0,-5,False,ploss=0|noise_power_dB=-5,0,-5,False,False,False,False,False
ucc-static-03c60d20f6ba6fb3,37,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,rsrp=-88|rsrq=-12|snr=4,rsrp=-88|rsrq=-12,-88,-12,4,ploss=0|noise_power_dB=-5,0,-5,False,ploss=0|noise_power_dB=-5,0,-5,False,False,False,False,False
ucc-static-03c60d20f6ba6fb3,38,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,rsrp=-88|rsrq=-12|snr=4,rsrp=-88|rsrq=-12,-88,-12,4,ploss=0|noise_power_dB=-5,0,-5,False,ploss=0|noise_power_dB=-5,0,-5,False,False,False,False,False
ucc-static-03c60d20f6ba6fb3,39,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,rsrp=-89|rsrq=-15|snr=7,rsrp=-89|rsrq=-15,-89,-15,7,ploss=0|noise_power_dB=-5,0,-5,False,ploss=0|noise_power_dB=-5,0,-5,False,False,False,False,False
ucc-static-03c60d20f6ba6fb3,40,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,rsrp=-89|rsrq=-15|snr=7,rsrp=-89|rsrq=-15,-89,-15,7,ploss=0|noise_power_dB=-5,0,-5,False,ploss=0|noise_power_dB=-5,0,-5,False,False,False,False,False
