metric,source_key,source_role,device,locked_role,candidate_id,execution_id,repetition,ploss,noise_power_dB,balanced_rows,mmd_squared,upv_p10,upv_median,upv_p90,rfsim_p10,rfsim_median,rfsim_p90
relative_RSRP,primary,primary_calibration_and_locked_spatial_validation,ASUS,calibration,ploss=0|noise=-20,mgen-20260810-172844,1,0,-20,10,1.10484767318,-3.16,0,3.545,0,0,0
relative_RSRP,primary,primary_calibration_and_locked_spatial_validation,ASUS,calibration,ploss=0|noise=-20,mgen-20260810-181441,2,0,-20,10,1.10484767318,-3.16,0,3.545,0,0,0
relative_RSRP,primary,primary_calibration_and_locked_spatial_validation,ASUS,calibration,ploss=0|noise=-10,mgen-20260810-173427,1,0,-10,10,0.480803194187,-3.16,0,3.545,-0.084,0.03,0.1827
relative_RSRP,primary,primary_calibration_and_locked_spatial_validation,ASUS,calibration,ploss=0|noise=-10,mgen-20260810-182024,2,0,-10,10,1.10484767318,-3.16,0,3.545,0,0,0
relative_RSRP,primary,primary_calibration_and_locked_spatial_validation,ASUS,calibration,ploss=0|noise=-5,mgen-20260810-174009,1,0,-5,10,0.771876655534,-3.16,0,3.545,-0.008,0.0415,0.083
relative_RSRP,primary,primary_calibration_and_locked_spatial_validation,ASUS,calibration,ploss=0|noise=-5,mgen-20260810-182607,2,0,-5,10,1.10484767318,-3.16,0,3.545,0,0,0
relative_RSRP,primary,primary_calibration_and_locked_spatial_validation,ASUS,spatial_validation_1,ploss=-20|noise=-30,mgen-20260810-172302,1,-20,-30,10,0.904850518211,-2.08,0.375,2.555,0,0,0
relative_RSRP,primary,primary_calibration_and_locked_spatial_validation,ASUS,spatial_validation_1,ploss=-20|noise=-30,mgen-20260810-180852,2,-20,-30,10,0.904850518211,-2.08,0.375,2.555,0,0,0
relative_RSRP,primary,primary_calibration_and_locked_spatial_validation,ASUS,spatial_validation_1,ploss=-15|noise=-30,mgen-20260810-171719,1,-15,-30,10,0.904850518211,-2.08,0.375,2.555,0,0,0
relative_RSRP,primary,primary_calibration_and_locked_spatial_validation,ASUS,spatial_validation_1,ploss=-15|noise=-30,mgen-20260810-180309,2,-15,-30,10,0.904850518211,-2.08,0.375,2.555,0,0,0
relative_RSRP,primary,primary_calibration_and_locked_spatial_validation,ASUS,spatial_validation_1,ploss=-10|noise=-30,mgen-20260810-171135,1,-10,-30,10,0.904850518211,-2.08,0.375,2.555,0,0,0
relative_RSRP,primary,primary_calibration_and_locked_spatial_validation,ASUS,spatial_validation_1,ploss=-10|noise=-30,mgen-20260810-175727,2,-10,-30,10,0.904850518211,-2.08,0.375,2.555,0,0,0
relative_RSRP,primary,primary_calibration_and_locked_spatial_validation,ASUS,spatial_validation_1,ploss=-5|noise=-30,mgen-20260810-170448,1,-5,-30,10,0.904850518211,-2.08,0.375,2.555,0,0,0
relative_RSRP,primary,primary_calibration_and_locked_spatial_validation,ASUS,spatial_validation_1,ploss=-5|noise=-30,mgen-20260810-175146,2,-5,-30,10,0.904850518211,-2.08,0.375,2.555,0,0,0
relative_RSRP,primary,primary_calibration_and_locked_spatial_validation,ASUS,spatial_validation_1,ploss=-5|noise=-7,mgen-20260810-193641,1,-5,-7,10,0.369994403953,-2.08,0.375,2.555,-0.2044,-0.004,0.083
relative_RSRP,primary,primary_calibration_and_locked_spatial_validation,ASUS,spatial_validation_1,ploss=-5|noise=-7,mgen-20260810-194833,2,-5,-7,10,0.805120949034,-2.08,0.375,2.555,-0.0083,0,0
relative_RSRP,primary,primary_calibration_and_locked_spatial_validation,ASUS,spatial_validation_1,ploss=0|noise=-20,mgen-20260810-172844,1,0,-20,10,0.904850518211,-2.08,0.375,2.555,0,0,0
relative_RSRP,primary,primary_calibration_and_locked_spatial_validation,ASUS,spatial_validation_1,ploss=0|noise=-20,mgen-20260810-181441,2,0,-20,10,0.904850518211,-2.08,0.375,2.555,0,0,0
relative_RSRP,primary,primary_calibration_and_locked_spatial_validation,ASUS,spatial_validation_1,ploss=0|noise=-10,mgen-20260810-173427,1,0,-10,10,0.384090372085,-2.08,0.375,2.555,-0.084,0.03,0.1827
relative_RSRP,primary,primary_calibration_and_locked_spatial_validation,ASUS,spatial_validation_1,ploss=0|noise=-10,mgen-20260810-182024,2,0,-10,10,0.904850518211,-2.08,0.375,2.555,0,0,0
relative_RSRP,primary,primary_calibration_and_locked_spatial_validation,ASUS,spatial_validation_1,ploss=0|noise=-5,mgen-20260810-174009,1,0,-5,10,0.63475223833,-2.08,0.375,2.555,-0.008,0.0415,0.083
relative_RSRP,primary,primary_calibration_and_locked_spatial_validation,ASUS,spatial_validation_1,ploss=0|noise=-5,mgen-20260810-182607,2,0,-5,10,0.904850518211,-2.08,0.375,2.555,0,0,0
relative_RSRP,primary,primary_calibration_and_locked_spatial_validation,ASUS,spatial_validation_2,ploss=-20|noise=-30,mgen-20260810-172302,1,-20,-30,10,1.1002031688,-5.775,0.275,2.68,0,0,0
relative_RSRP,primary,primary_calibration_and_locked_spatial_validation,ASUS,spatial_validation_2,ploss=-20|noise=-30,mgen-20260810-180852,2,-20,-30,10,1.1002031688,-5.775,0.275,2.68,0,0,0
relative_RSRP,primary,primary_calibration_and_locked_spatial_validation,ASUS,spatial_validation_2,ploss=-15|noise=-30,mgen-20260810-171719,1,-15,-30,10,1.1002031688,-5.775,0.275,2.68,0,0,0
relative_RSRP,primary,primary_calibration_and_locked_spatial_validation,ASUS,spatial_validation_2,ploss=-15|noise=-30,mgen-20260810-180309,2,-15,-30,10,1.1002031688,-5.775,0.275,2.68,0,0,0
relative_RSRP,primary,primary_calibration_and_locked_spatial_validation,ASUS,spatial_validation_2,ploss=-10|noise=-30,mgen-20260810-171135,1,-10,-30,10,1.1002031688,-5.775,0.275,2.68,0,0,0
relative_RSRP,primary,primary_calibration_and_locked_spatial_validation,ASUS,spatial_validation_2,ploss=-10|noise=-30,mgen-20260810-175727,2,-10,-30,10,1.1002031688,-5.775,0.275,2.68,0,0,0
relative_RSRP,primary,primary_calibration_and_locked_spatial_validation,ASUS,spatial_validation_2,ploss=-5|noise=-30,mgen-20260810-170448,1,-5,-30,10,1.1002031688,-5.775,0.275,2.68,0,0,0
relative_RSRP,primary,primary_calibration_and_locked_spatial_validation,ASUS,spatial_validation_2,ploss=-5|noise=-30,mgen-20260810-175146,2,-5,-30,10,1.1002031688,-5.775,0.275,2.68,0,0,0
relative_RSRP,primary,primary_calibration_and_locked_spatial_validation,ASUS,spatial_validation_2,ploss=-5|noise=-7,mgen-20260810-193641,1,-5,-7,10,0.435817710962,-5.775,0.275,2.68,-0.2044,-0.004,0.083
relative_RSRP,primary,primary_calibration_and_locked_spatial_validation,ASUS,spatial_validation_2,ploss=-5|noise=-7,mgen-20260810-194833,2,-5,-7,10,0.985202501948,-5.775,0.275,2.68,-0.0083,0,0
relative_RSRP,primary,primary_calibration_and_locked_spatial_validation,ASUS,spatial_validation_2,ploss=0|noise=-20,mgen-20260810-172844,1,0,-20,10,1.1002031688,-5.775,0.275,2.68,0,0,0
relative_RSRP,primary,primary_calibration_and_locked_spatial_validation,ASUS,spatial_validation_2,ploss=0|noise=-20,mgen-20260810-181441,2,0,-20,10,1.1002031688,-5.775,0.275,2.68,0,0,0
relative_RSRP,primary,primary_calibration_and_locked_spatial_validation,ASUS,spatial_validation_2,ploss=0|noise=-10,mgen-20260810-173427,1,0,-10,10,0.470522948032,-5.775,0.275,2.68,-0.084,0.03,0.1827
relative_RSRP,primary,primary_calibration_and_locked_spatial_validation,ASUS,spatial_validation_2,ploss=0|noise=-10,mgen-20260810-182024,2,0,-10,10,1.1002031688,-5.775,0.275,2.68,0,0,0
relative_RSRP,primary,primary_calibration_and_locked_spatial_validation,ASUS,spatial_validation_2,ploss=0|noise=-5,mgen-20260810-174009,1,0,-5,10,0.767460235123,-5.775,0.275,2.68,-0.008,0.0415,0.083
