real_rf_state_id,dwell_runs,total_seconds,duration_seconds_mean,duration_seconds_p50,duration_seconds_p90,duration_seconds_max
rsrp=-101|rsrq=-11|snr=8,1,2,2,2,2,2
rsrp=-101|rsrq=-12|snr=-2,1,2,2,2,2,2
rsrp=-101|rsrq=-12|snr=0,1,2,2,2,2,2
rsrp=-101|rsrq=-12|snr=5,1,2,2,2,2,2
rsrp=-101|rsrq=-12|snr=7,1,2,2,2,2,2
rsrp=-101|rsrq=-12|snr=8,1,2,2,2,2,2
rsrp=-101|rsrq=-13|snr=-1,1,2,2,2,2,2
rsrp=-101|rsrq=-13|snr=0,1,2,2,2,2,2
rsrp=-101|rsrq=-13|snr=8,1,2,2,2,2,2
rsrp=-101|rsrq=-14|snr=-1,1,2,2,2,2,2
rsrp=-101|rsrq=-14|snr=3,1,2,2,2,2,2
rsrp=-101|rsrq=-14|snr=5,1,2,2,2,2,2
rsrp=-101|rsrq=-14|snr=8,1,2,2,2,2,2
rsrp=-101|rsrq=-15|snr=-1,2,2,1,1,1,1
rsrp=-101|rsrq=-15|snr=-4,1,2,2,2,2,2
rsrp=-101|rsrq=-15|snr=2,1,2,2,2,2,2
rsrp=-101|rsrq=-15|snr=4,1,2,2,2,2,2
rsrp=-101|rsrq=-15|snr=8,1,2,2,2,2,2
rsrp=-101|rsrq=-16|snr=-2,1,2,2,2,2,2
rsrp=-101|rsrq=-16|snr=4,2,2,1,1,1,1
rsrp=-101|rsrq=-17|snr=-1,2,2,1,1,1,1
rsrp=-101|rsrq=-17|snr=10,1,2,2,2,2,2
rsrp=-101|rsrq=-18|snr=-2,1,2,2,2,2,2
rsrp=-101|rsrq=-18|snr=0,1,2,2,2,2,2
rsrp=-101|rsrq=-9|snr=-5,1,2,2,2,2,2
rsrp=-102|rsrq=-10|snr=-3,1,2,2,2,2,2
rsrp=-102|rsrq=-10|snr=11,1,2,2,2,2,2
rsrp=-102|rsrq=-10|snr=12,1,2,2,2,2,2
rsrp=-102|rsrq=-10|snr=2,1,2,2,2,2,2
rsrp=-102|rsrq=-10|snr=4,1,2,2,2,2,2
rsrp=-102|rsrq=-10|snr=6,1,2,2,2,2,2
rsrp=-102|rsrq=-10|snr=7,2,2,1,1,1,1
rsrp=-102|rsrq=-11|snr=-2,1,2,2,2,2,2
rsrp=-102|rsrq=-11|snr=-4,1,2,2,2,2,2
rsrp=-102|rsrq=-11|snr=0,1,2,2,2,2,2
rsrp=-102|rsrq=-11|snr=8,1,2,2,2,2,2
rsrp=-102|rsrq=-12|snr=-1,1,2,2,2,2,2
rsrp=-102|rsrq=-12|snr=2,1,2,2,2,2,2
rsrp=-102|rsrq=-13|snr=-2,1,2,2,2,2,2
rsrp=-102|rsrq=-13|snr=-6,1,2,2,2,2,2
rsrp=-102|rsrq=-13|snr=6,1,2,2,2,2,2
rsrp=-102|rsrq=-13|snr=8,1,2,2,2,2,2
rsrp=-102|rsrq=-14|snr=8,1,2,2,2,2,2
rsrp=-102|rsrq=-15|snr=-2,1,2,2,2,2,2
rsrp=-102|rsrq=-15|snr=-3,1,2,2,2,2,2
rsrp=-102|rsrq=-15|snr=4,1,2,2,2,2,2
rsrp=-102|rsrq=-16|snr=-4,1,2,2,2,2,2
rsrp=-102|rsrq=-16|snr=4,1,2,2,2,2,2
rsrp=-102|rsrq=-16|snr=6,1,2,2,2,2,2
rsrp=-102|rsrq=-16|snr=7,1,2,2,2,2,2
rsrp=-102|rsrq=-17|snr=-1,1,2,2,2,2,2
rsrp=-102|rsrq=-17|snr=-2,1,2,2,2,2,2
rsrp=-102|rsrq=-17|snr=0,1,2,2,2,2,2
rsrp=-102|rsrq=-17|snr=2,1,2,2,2,2,2
rsrp=-102|rsrq=-17|snr=4,1,2,2,2,2,2
rsrp=-102|rsrq=-17|snr=5,1,2,2,2,2,2
rsrp=-102|rsrq=-17|snr=6,1,2,2,2,2,2
rsrp=-102|rsrq=-18|snr=-1,1,2,2,2,2,2
rsrp=-102|rsrq=-18|snr=-3,1,2,2,2,2,2
rsrp=-102|rsrq=-18|snr=-4,1,2,2,2,2,2
rsrp=-102|rsrq=-18|snr=2,1,2,2,2,2,2
rsrp=-102|rsrq=-18|snr=3,1,2,2,2,2,2
rsrp=-103|rsrq=-10|snr=5,1,2,2,2,2,2
rsrp=-103|rsrq=-10|snr=6,1,2,2,2,2,2
rsrp=-103|rsrq=-11|snr=11,1,2,2,2,2,2
rsrp=-103|rsrq=-11|snr=4,1,2,2,2,2,2
rsrp=-103|rsrq=-11|snr=6,1,2,2,2,2,2
rsrp=-103|rsrq=-11|snr=9,1,2,2,2,2,2
rsrp=-103|rsrq=-12|snr=-2,1,2,2,2,2,2
rsrp=-103|rsrq=-12|snr=-5,1,2,2,2,2,2
rsrp=-103|rsrq=-12|snr=4,2,2,1,1,1,1
rsrp=-103|rsrq=-12|snr=5,1,2,2,2,2,2
rsrp=-103|rsrq=-12|snr=8,1,2,2,2,2,2
rsrp=-103|rsrq=-13|snr=-2,1,2,2,2,2,2
rsrp=-103|rsrq=-13|snr=-3,1,2,2,2,2,2
rsrp=-103|rsrq=-13|snr=-4,1,2,2,2,2,2
rsrp=-103|rsrq=-13|snr=10,1,2,2,2,2,2
rsrp=-103|rsrq=-14|snr=-3,2,2,1,1,1,1
rsrp=-103|rsrq=-14|snr=-7,1,2,2,2,2,2
rsrp=-103|rsrq=-14|snr=0,1,2,2,2,2,2
rsrp=-103|rsrq=-14|snr=1,2,2,1,1,1,1
rsrp=-103|rsrq=-14|snr=4,1,2,2,2,2,2
rsrp=-103|rsrq=-14|snr=7,1,2,2,2,2,2
rsrp=-103|rsrq=-15|snr=-1,1,2,2,2,2,2
rsrp=-103|rsrq=-15|snr=1,1,2,2,2,2,2
rsrp=-103|rsrq=-16|snr=-3,2,2,1,1,1,1
rsrp=-103|rsrq=-16|snr=0,2,2,1,1,1,1
rsrp=-103|rsrq=-16|snr=3,1,2,2,2,2,2
rsrp=-103|rsrq=-17|snr=-3,1,2,2,2,2,2
rsrp=-103|rsrq=-17|snr=2,2,2,1,1,1,1
rsrp=-103|rsrq=-17|snr=4,1,2,2,2,2,2
rsrp=-103|rsrq=-18|snr=-1,1,2,2,2,2,2
rsrp=-103|rsrq=-18|snr=-4,1,2,2,2,2,2
rsrp=-103|rsrq=-18|snr=0,1,2,2,2,2,2
rsrp=-103|rsrq=-18|snr=3,1,2,2,2,2,2
rsrp=-103|rsrq=-18|snr=7,1,2,2,2,2,2
rsrp=-103|rsrq=-19|snr=-2,2,2,1,1,1,1
rsrp=-103|rsrq=-19|snr=-3,1,2,2,2,2,2
rsrp=-103|rsrq=-19|snr=0,2,2,1,1,1,1
rsrp=-103|rsrq=-20|snr=-3,1,2,2,2,2,2
rsrp=-103|rsrq=-9|snr=-2,1,2,2,2,2,2
rsrp=-103|rsrq=-9|snr=6,1,2,2,2,2,2
rsrp=-104|rsrq=-11|snr=-2,1,2,2,2,2,2
rsrp=-104|rsrq=-11|snr=-5,1,2,2,2,2,2
rsrp=-104|rsrq=-11|snr=1,1,2,2,2,2,2
rsrp=-104|rsrq=-11|snr=2,1,2,2,2,2,2
rsrp=-104|rsrq=-11|snr=4,2,2,1,1,1,1
rsrp=-104|rsrq=-11|snr=5,2,2,1,1,1,1
rsrp=-104|rsrq=-11|snr=7,1,2,2,2,2,2
rsrp=-104|rsrq=-12|snr=-1,1,2,2,2,2,2
rsrp=-104|rsrq=-12|snr=-4,2,2,1,1,1,1
rsrp=-104|rsrq=-12|snr=5,1,2,2,2,2,2
rsrp=-104|rsrq=-13|snr=-4,1,2,2,2,2,2
rsrp=-104|rsrq=-13|snr=0,1,2,2,2,2,2
rsrp=-104|rsrq=-14|snr=-1,2,2,1,1,1,1
rsrp=-104|rsrq=-14|snr=-5,1,2,2,2,2,2
rsrp=-104|rsrq=-14|snr=2,1,2,2,2,2,2
rsrp=-104|rsrq=-14|snr=5,1,2,2,2,2,2
rsrp=-104|rsrq=-14|snr=6,1,2,2,2,2,2
rsrp=-104|rsrq=-15|snr=-2,1,2,2,2,2,2
rsrp=-104|rsrq=-15|snr=0,1,2,2,2,2,2
rsrp=-104|rsrq=-15|snr=1,1,2,2,2,2,2
rsrp=-104|rsrq=-15|snr=11,1,2,2,2,2,2
rsrp=-104|rsrq=-15|snr=3,1,2,2,2,2,2
rsrp=-104|rsrq=-16|snr=-1,1,2,2,2,2,2
rsrp=-104|rsrq=-16|snr=1,1,2,2,2,2,2
rsrp=-104|rsrq=-16|snr=2,1,2,2,2,2,2
rsrp=-104|rsrq=-17|snr=-1,1,2,2,2,2,2
rsrp=-104|rsrq=-17|snr=-2,1,2,2,2,2,2
rsrp=-104|rsrq=-17|snr=-5,1,2,2,2,2,2
rsrp=-104|rsrq=-17|snr=2,1,2,2,2,2,2
rsrp=-104|rsrq=-17|snr=5,1,2,2,2,2,2
rsrp=-104|rsrq=-18|snr=-1,1,2,2,2,2,2
rsrp=-104|rsrq=-18|snr=-3,1,2,2,2,2,2
rsrp=-104|rsrq=-18|snr=3,1,2,2,2,2,2
rsrp=-104|rsrq=-19|snr=-2,1,2,2,2,2,2
rsrp=-104|rsrq=-19|snr=0,2,2,1,1,1,1
rsrp=-104|rsrq=-19|snr=3,1,2,2,2,2,2
rsrp=-105|rsrq=-11|snr=10,1,2,2,2,2,2
rsrp=-105|rsrq=-11|snr=6,1,2,2,2,2,2
rsrp=-105|rsrq=-12|snr=-4,1,2,2,2,2,2
rsrp=-105|rsrq=-12|snr=-5,1,2,2,2,2,2
rsrp=-105|rsrq=-14|snr=-4,1,2,2,2,2,2
rsrp=-105|rsrq=-14|snr=1,1,2,2,2,2,2
rsrp=-105|rsrq=-14|snr=2,1,2,2,2,2,2
rsrp=-105|rsrq=-16|snr=4,1,2,2,2,2,2
rsrp=-105|rsrq=-17|snr=2,1,2,2,2,2,2
rsrp=-106|rsrq=-13|snr=1,1,2,2,2,2,2
rsrp=-107|rsrq=-14|snr=4,1,2,2,2,2,2
rsrp=-79|rsrq=-10|snr=2,1,2,2,2,2,2
rsrp=-79|rsrq=-11|snr=-5,1,2,2,2,2,2
rsrp=-79|rsrq=-11|snr=-6,1,2,2,2,2,2
rsrp=-80|rsrq=-10|snr=-4,1,2,2,2,2,2
rsrp=-80|rsrq=-10|snr=4,1,2,2,2,2,2
rsrp=-80|rsrq=-10|snr=5,1,2,2,2,2,2
rsrp=-80|rsrq=-11|snr=-3,1,2,2,2,2,2
rsrp=-80|rsrq=-11|snr=-4,1,2,2,2,2,2
rsrp=-80|rsrq=-13|snr=-1,1,2,2,2,2,2
rsrp=-80|rsrq=-13|snr=2,1,2,2,2,2,2
rsrp=-80|rsrq=-14|snr=-1,1,2,2,2,2,2
rsrp=-80|rsrq=-16|snr=1,1,2,2,2,2,2
rsrp=-80|rsrq=-16|snr=3,1,2,2,2,2,2
rsrp=-80|rsrq=-9|snr=1,1,2,2,2,2,2
rsrp=-80|rsrq=-9|snr=5,1,2,2,2,2,2
rsrp=-81|rsrq=-10|snr=-1,1,2,2,2,2,2
rsrp=-81|rsrq=-10|snr=-2,2,2,1,1,1,1
rsrp=-81|rsrq=-10|snr=-3,1,2,2,2,2,2
rsrp=-81|rsrq=-10|snr=0,1,2,2,2,2,2
rsrp=-81|rsrq=-10|snr=6,1,2,2,2,2,2
rsrp=-81|rsrq=-11|snr=-1,1,2,2,2,2,2
rsrp=-81|rsrq=-11|snr=0,1,2,2,2,2,2
rsrp=-81|rsrq=-12|snr=1,1,2,2,2,2,2
rsrp=-81|rsrq=-12|snr=6,1,2,2,2,2,2
rsrp=-81|rsrq=-13|snr=-1,1,2,2,2,2,2
rsrp=-81|rsrq=-13|snr=2,1,2,2,2,2,2
rsrp=-81|rsrq=-14|snr=1,1,2,2,2,2,2
rsrp=-81|rsrq=-15|snr=0,2,2,1,1,1,1
rsrp=-81|rsrq=-9|snr=1,1,2,2,2,2,2
rsrp=-81|rsrq=-9|snr=2,1,2,2,2,2,2
rsrp=-82|rsrq=-10|snr=2,1,2,2,2,2,2
rsrp=-83|rsrq=-11|snr=3,1,2,2,2,2,2
rsrp=-84|rsrq=-11|snr=2,1,2,2,2,2,2
rsrp=-87|rsrq=-11|snr=2,1,2,2,2,2,2
rsrp=-87|rsrq=-11|snr=4,1,2,2,2,2,2
rsrp=-87|rsrq=-13|snr=-4,1,2,2,2,2,2
rsrp=-87|rsrq=-14|snr=5,1,2,2,2,2,2
rsrp=-87|rsrq=-16|snr=-8,1,2,2,2,2,2
rsrp=-87|rsrq=-17|snr=-6,1,2,2,2,2,2
rsrp=-88|rsrq=-11|snr=-5,1,2,2,2,2,2
rsrp=-88|rsrq=-12|snr=1,1,2,2,2,2,2
rsrp=-88|rsrq=-12|snr=4,2,2,1,1,1,1
rsrp=-88|rsrq=-12|snr=7,1,2,2,2,2,2
rsrp=-88|rsrq=-14|snr=2,1,2,2,2,2,2
rsrp=-88|rsrq=-15|snr=-1,1,2,2,2,2,2
rsrp=-88|rsrq=-15|snr=-3,2,2,1,1,1,1
rsrp=-88|rsrq=-15|snr=0,1,2,2,2,2,2
rsrp=-88|rsrq=-15|snr=4,1,2,2,2,2,2
rsrp=-88|rsrq=-15|snr=8,1,2,2,2,2,2
rsrp=-88|rsrq=-16|snr=-4,1,2,2,2,2,2
rsrp=-88|rsrq=-16|snr=-5,1,2,2,2,2,2
rsrp=-88|rsrq=-17|snr=-7,1,2,2,2,2,2
rsrp=-88|rsrq=-18|snr=-8,1,2,2,2,2,2
rsrp=-89|rsrq=-10|snr=6,1,2,2,2,2,2
rsrp=-89|rsrq=-10|snr=7,1,2,2,2,2,2
rsrp=-89|rsrq=-11|snr=-7,1,2,2,2,2,2
rsrp=-89|rsrq=-11|snr=0,1,2,2,2,2,2
rsrp=-89|rsrq=-11|snr=3,1,2,2,2,2,2
rsrp=-89|rsrq=-11|snr=4,1,2,2,2,2,2
rsrp=-89|rsrq=-11|snr=6,2,2,1,1,1,1
rsrp=-89|rsrq=-12|snr=-1,1,2,2,2,2,2
rsrp=-89|rsrq=-12|snr=2,1,2,2,2,2,2
rsrp=-89|rsrq=-12|snr=5,1,2,2,2,2,2
rsrp=-89|rsrq=-13|snr=0,1,2,2,2,2,2
rsrp=-89|rsrq=-13|snr=2,1,2,2,2,2,2
rsrp=-89|rsrq=-13|snr=3,2,2,1,1,1,1
rsrp=-89|rsrq=-13|snr=8,1,2,2,2,2,2
rsrp=-89|rsrq=-14|snr=-2,1,2,2,2,2,2
rsrp=-89|rsrq=-14|snr=-3,1,2,2,2,2,2
rsrp=-89|rsrq=-14|snr=-6,1,2,2,2,2,2
rsrp=-89|rsrq=-14|snr=-7,1,2,2,2,2,2
rsrp=-89|rsrq=-15|snr=-4,1,2,2,2,2,2
rsrp=-89|rsrq=-15|snr=-6,1,2,2,2,2,2
rsrp=-89|rsrq=-15|snr=-7,1,2,2,2,2,2
rsrp=-89|rsrq=-15|snr=-8,1,2,2,2,2,2
rsrp=-89|rsrq=-15|snr=0,1,2,2,2,2,2
rsrp=-89|rsrq=-15|snr=1,1,2,2,2,2,2
rsrp=-89|rsrq=-15|snr=2,2,2,1,1,1,1
rsrp=-89|rsrq=-15|snr=7,1,2,2,2,2,2
rsrp=-89|rsrq=-16|snr=-5,1,2,2,2,2,2
rsrp=-89|rsrq=-16|snr=-8,1,2,2,2,2,2
rsrp=-89|rsrq=-16|snr=5,1,2,2,2,2,2
rsrp=-89|rsrq=-16|snr=6,1,2,2,2,2,2
rsrp=-89|rsrq=-16|snr=7,1,2,2,2,2,2
rsrp=-89|rsrq=-17|snr=-4,1,2,2,2,2,2
rsrp=-89|rsrq=-17|snr=-5,1,2,2,2,2,2
rsrp=-90|rsrq=-10|snr=-1,1,2,2,2,2,2
rsrp=-90|rsrq=-10|snr=2,1,2,2,2,2,2
rsrp=-90|rsrq=-11|snr=-7,1,2,2,2,2,2
rsrp=-90|rsrq=-11|snr=4,1,2,2,2,2,2
rsrp=-90|rsrq=-11|snr=6,1,2,2,2,2,2
rsrp=-90|rsrq=-12|snr=1,1,2,2,2,2,2
rsrp=-90|rsrq=-12|snr=3,1,2,2,2,2,2
rsrp=-90|rsrq=-13|snr=-3,1,2,2,2,2,2
rsrp=-90|rsrq=-13|snr=2,1,2,2,2,2,2
rsrp=-90|rsrq=-13|snr=4,1,2,2,2,2,2
rsrp=-90|rsrq=-13|snr=5,1,2,2,2,2,2
rsrp=-90|rsrq=-14|snr=3,1,2,2,2,2,2
rsrp=-90|rsrq=-15|snr=-2,1,2,2,2,2,2
rsrp=-90|rsrq=-15|snr=-3,1,2,2,2,2,2
rsrp=-90|rsrq=-15|snr=0,1,2,2,2,2,2
rsrp=-90|rsrq=-15|snr=2,1,2,2,2,2,2
rsrp=-90|rsrq=-15|snr=4,1,2,2,2,2,2
rsrp=-90|rsrq=-16|snr=-4,1,2,2,2,2,2
rsrp=-90|rsrq=-16|snr=-5,1,2,2,2,2,2
rsrp=-90|rsrq=-16|snr=-6,1,2,2,2,2,2
rsrp=-90|rsrq=-16|snr=0,1,2,2,2,2,2
rsrp=-90|rsrq=-16|snr=6,2,2,1,1,1,1
rsrp=-90|rsrq=-17|snr=-1,1,2,2,2,2,2
rsrp=-90|rsrq=-19|snr=-7,1,2,2,2,2,2
rsrp=-91|rsrq=-10|snr=-1,2,2,1,1,1,1
rsrp=-91|rsrq=-10|snr=0,1,2,2,2,2,2
rsrp=-91|rsrq=-10|snr=2,2,2,1,1,1,1
rsrp=-91|rsrq=-11|snr=-1,2,2,1,1,1,1
rsrp=-91|rsrq=-11|snr=0,1,2,2,2,2,2
rsrp=-91|rsrq=-11|snr=4,1,2,2,2,2,2
rsrp=-91|rsrq=-11|snr=5,1,2,2,2,2,2
rsrp=-91|rsrq=-12|snr=-2,1,2,2,2,2,2
rsrp=-91|rsrq=-12|snr=0,1,2,2,2,2,2
rsrp=-91|rsrq=-12|snr=2,1,2,2,2,2,2
rsrp=-91|rsrq=-12|snr=4,1,2,2,2,2,2
rsrp=-91|rsrq=-12|snr=6,1,2,2,2,2,2
rsrp=-91|rsrq=-13|snr=-10,1,2,2,2,2,2
rsrp=-91|rsrq=-13|snr=-4,1,2,2,2,2,2
rsrp=-91|rsrq=-13|snr=-5,1,2,2,2,2,2
rsrp=-91|rsrq=-13|snr=3,1,2,2,2,2,2
rsrp=-91|rsrq=-13|snr=6,1,2,2,2,2,2
rsrp=-91|rsrq=-14|snr=-3,2,2,1,1,1,1
rsrp=-91|rsrq=-14|snr=-6,1,2,2,2,2,2
rsrp=-91|rsrq=-14|snr=-9,1,2,2,2,2,2
rsrp=-91|rsrq=-14|snr=0,1,2,2,2,2,2
rsrp=-91|rsrq=-14|snr=1,1,2,2,2,2,2
rsrp=-91|rsrq=-14|snr=5,1,2,2,2,2,2
rsrp=-91|rsrq=-15|snr=-9,1,2,2,2,2,2
rsrp=-91|rsrq=-15|snr=0,2,2,1,1,1,1
rsrp=-91|rsrq=-15|snr=3,1,2,2,2,2,2
rsrp=-91|rsrq=-15|snr=5,1,2,2,2,2,2
rsrp=-91|rsrq=-15|snr=6,1,2,2,2,2,2
rsrp=-91|rsrq=-16|snr=-10,1,2,2,2,2,2
rsrp=-91|rsrq=-16|snr=-7,1,2,2,2,2,2
rsrp=-91|rsrq=-16|snr=0,1,2,2,2,2,2
rsrp=-91|rsrq=-16|snr=1,1,2,2,2,2,2
rsrp=-91|rsrq=-17|snr=-13,1,2,2,2,2,2
rsrp=-91|rsrq=-18|snr=-12,1,2,2,2,2,2
rsrp=-92|rsrq=-11|snr=0,1,2,2,2,2,2
rsrp=-92|rsrq=-11|snr=2,1,2,2,2,2,2
rsrp=-92|rsrq=-11|snr=4,1,2,2,2,2,2
rsrp=-92|rsrq=-12|snr=-1,1,2,2,2,2,2
rsrp=-92|rsrq=-12|snr=-11,1,2,2,2,2,2
rsrp=-92|rsrq=-12|snr=-2,1,2,2,2,2,2
rsrp=-92|rsrq=-12|snr=-4,1,2,2,2,2,2
rsrp=-92|rsrq=-12|snr=-9,1,2,2,2,2,2
rsrp=-92|rsrq=-12|snr=0,1,2,2,2,2,2
rsrp=-92|rsrq=-12|snr=2,1,2,2,2,2,2
rsrp=-92|rsrq=-13|snr=-1,2,2,1,1,1,1
rsrp=-92|rsrq=-13|snr=-2,1,2,2,2,2,2
rsrp=-92|rsrq=-13|snr=-5,1,2,2,2,2,2
rsrp=-92|rsrq=-13|snr=3,2,2,1,1,1,1
rsrp=-92|rsrq=-13|snr=4,1,2,2,2,2,2
rsrp=-92|rsrq=-14|snr=-2,1,2,2,2,2,2
rsrp=-92|rsrq=-14|snr=-3,2,2,1,1,1,1
rsrp=-92|rsrq=-14|snr=-5,1,2,2,2,2,2
rsrp=-92|rsrq=-14|snr=0,1,2,2,2,2,2
rsrp=-92|rsrq=-14|snr=1,2,2,1,1,1,1
rsrp=-92|rsrq=-14|snr=3,1,2,2,2,2,2
rsrp=-92|rsrq=-15|snr=-1,1,2,2,2,2,2
rsrp=-92|rsrq=-15|snr=-11,1,2,2,2,2,2
rsrp=-92|rsrq=-15|snr=-2,1,2,2,2,2,2
rsrp=-92|rsrq=-15|snr=1,2,2,1,1,1,1
rsrp=-92|rsrq=-15|snr=2,1,2,2,2,2,2
rsrp=-92|rsrq=-16|snr=-1,1,2,2,2,2,2
rsrp=-92|rsrq=-16|snr=-11,1,2,2,2,2,2
rsrp=-92|rsrq=-16|snr=-3,1,2,2,2,2,2
rsrp=-92|rsrq=-16|snr=-4,1,2,2,2,2,2
rsrp=-92|rsrq=-16|snr=-5,1,2,2,2,2,2
rsrp=-92|rsrq=-16|snr=-7,1,2,2,2,2,2
rsrp=-92|rsrq=-16|snr=1,1,2,2,2,2,2
rsrp=-92|rsrq=-17|snr=-10,1,2,2,2,2,2
rsrp=-92|rsrq=-18|snr=-1,1,2,2,2,2,2
rsrp=-92|rsrq=-18|snr=4,1,2,2,2,2,2
rsrp=-93|rsrq=-11|snr=2,1,2,2,2,2,2
rsrp=-93|rsrq=-12|snr=-1,1,2,2,2,2,2
rsrp=-93|rsrq=-12|snr=-10,1,2,2,2,2,2
rsrp=-93|rsrq=-12|snr=-2,1,2,2,2,2,2
rsrp=-93|rsrq=-12|snr=-4,1,2,2,2,2,2
rsrp=-93|rsrq=-12|snr=0,1,2,2,2,2,2
rsrp=-93|rsrq=-12|snr=2,1,2,2,2,2,2
rsrp=-93|rsrq=-12|snr=5,1,2,2,2,2,2
rsrp=-93|rsrq=-13|snr=-1,1,2,2,2,2,2
rsrp=-93|rsrq=-13|snr=-2,1,2,2,2,2,2
rsrp=-93|rsrq=-13|snr=0,1,2,2,2,2,2
rsrp=-93|rsrq=-13|snr=1,1,2,2,2,2,2
rsrp=-93|rsrq=-14|snr=-3,1,2,2,2,2,2
rsrp=-93|rsrq=-14|snr=-4,1,2,2,2,2,2
rsrp=-93|rsrq=-14|snr=1,1,2,2,2,2,2
rsrp=-93|rsrq=-15|snr=-1,1,2,2,2,2,2
rsrp=-93|rsrq=-15|snr=-10,2,2,1,1,1,1
rsrp=-93|rsrq=-15|snr=-8,1,2,2,2,2,2
rsrp=-93|rsrq=-15|snr=-9,1,2,2,2,2,2
rsrp=-93|rsrq=-15|snr=0,1,2,2,2,2,2
rsrp=-93|rsrq=-15|snr=1,1,2,2,2,2,2
rsrp=-93|rsrq=-15|snr=3,1,2,2,2,2,2
rsrp=-93|rsrq=-16|snr=-1,1,2,2,2,2,2
rsrp=-93|rsrq=-16|snr=-2,1,2,2,2,2,2
rsrp=-93|rsrq=-16|snr=-4,1,2,2,2,2,2
rsrp=-93|rsrq=-16|snr=-5,1,2,2,2,2,2
rsrp=-93|rsrq=-16|snr=0,1,2,2,2,2,2
rsrp=-93|rsrq=-16|snr=1,1,2,2,2,2,2
rsrp=-93|rsrq=-17|snr=-1,1,2,2,2,2,2
rsrp=-93|rsrq=-17|snr=-10,1,2,2,2,2,2
rsrp=-93|rsrq=-17|snr=3,1,2,2,2,2,2
rsrp=-94|rsrq=-10|snr=10,1,2,2,2,2,2
rsrp=-94|rsrq=-11|snr=-1,1,2,2,2,2,2
rsrp=-94|rsrq=-11|snr=7,1,2,2,2,2,2
rsrp=-94|rsrq=-12|snr=-2,1,2,2,2,2,2
rsrp=-94|rsrq=-12|snr=1,1,2,2,2,2,2
rsrp=-94|rsrq=-13|snr=-2,2,2,1,1,1,1
rsrp=-94|rsrq=-13|snr=-7,1,2,2,2,2,2
rsrp=-94|rsrq=-13|snr=1,1,2,2,2,2,2
rsrp=-94|rsrq=-13|snr=2,1,2,2,2,2,2
rsrp=-94|rsrq=-14|snr=-1,1,2,2,2,2,2
rsrp=-94|rsrq=-14|snr=-3,1,2,2,2,2,2
rsrp=-94|rsrq=-14|snr=1,1,2,2,2,2,2
rsrp=-94|rsrq=-15|snr=-2,1,2,2,2,2,2
rsrp=-94|rsrq=-15|snr=1,1,2,2,2,2,2
rsrp=-94|rsrq=-15|snr=3,1,2,2,2,2,2
rsrp=-94|rsrq=-15|snr=5,1,2,2,2,2,2
rsrp=-94|rsrq=-16|snr=-2,1,2,2,2,2,2
rsrp=-94|rsrq=-16|snr=-8,1,2,2,2,2,2
rsrp=-94|rsrq=-16|snr=1,1,2,2,2,2,2
rsrp=-94|rsrq=-16|snr=4,1,2,2,2,2,2
rsrp=-94|rsrq=-16|snr=6,1,2,2,2,2,2
rsrp=-94|rsrq=-17|snr=0,1,2,2,2,2,2
rsrp=-94|rsrq=-17|snr=3,1,2,2,2,2,2
rsrp=-94|rsrq=-19|snr=-10,1,2,2,2,2,2
rsrp=-94|rsrq=-9|snr=6,1,2,2,2,2,2
rsrp=-95|rsrq=-11|snr=2,1,2,2,2,2,2
rsrp=-95|rsrq=-12|snr=-12,1,2,2,2,2,2
rsrp=-95|rsrq=-12|snr=8,1,2,2,2,2,2
rsrp=-95|rsrq=-14|snr=-3,1,2,2,2,2,2
rsrp=-95|rsrq=-14|snr=0,1,2,2,2,2,2
rsrp=-95|rsrq=-14|snr=2,1,2,2,2,2,2
rsrp=-95|rsrq=-14|snr=3,1,2,2,2,2,2
rsrp=-95|rsrq=-15|snr=-2,1,2,2,2,2,2
rsrp=-95|rsrq=-15|snr=-5,2,2,1,1,1,1
rsrp=-95|rsrq=-15|snr=-6,1,2,2,2,2,2
rsrp=-95|rsrq=-15|snr=11,2,2,1,1,1,1
rsrp=-95|rsrq=-16|snr=2,2,2,1,1,1,1
rsrp=-95|rsrq=-16|snr=3,2,2,1,1,1,1
rsrp=-95|rsrq=-16|snr=9,1,2,2,2,2,2
rsrp=-96|rsrq=-10|snr=2,1,2,2,2,2,2
rsrp=-96|rsrq=-11|snr=0,1,2,2,2,2,2
rsrp=-96|rsrq=-11|snr=2,1,2,2,2,2,2
rsrp=-96|rsrq=-11|snr=5,1,2,2,2,2,2
rsrp=-96|rsrq=-11|snr=7,1,2,2,2,2,2
rsrp=-96|rsrq=-12|snr=1,1,2,2,2,2,2
rsrp=-96|rsrq=-12|snr=2,1,2,2,2,2,2
rsrp=-96|rsrq=-12|snr=4,1,2,2,2,2,2
rsrp=-96|rsrq=-12|snr=9,2,2,1,1,1,1
rsrp=-96|rsrq=-13|snr=-3,1,2,2,2,2,2
rsrp=-96|rsrq=-14|snr=-3,1,2,2,2,2,2
rsrp=-96|rsrq=-14|snr=12,1,2,2,2,2,2
rsrp=-96|rsrq=-14|snr=2,1,2,2,2,2,2
rsrp=-96|rsrq=-14|snr=4,1,2,2,2,2,2
rsrp=-96|rsrq=-14|snr=5,1,2,2,2,2,2
rsrp=-96|rsrq=-15|snr=-3,1,2,2,2,2,2
rsrp=-96|rsrq=-15|snr=8,1,2,2,2,2,2
rsrp=-96|rsrq=-16|snr=2,1,2,2,2,2,2
