command_index,trace_row_index_protocol,trace_time_bin_protocol,trace_t_s_protocol,target_relative_rsrp_db,target_sinr_db,projected_relative_rsrp_db,projected_sinr_db,commanded_gain_db,commanded_noise_power_db,clipped_protocol,clipping_distance_scaled_protocol,triangle_index_protocol,vertex_0_protocol,vertex_1_protocol,vertex_2_protocol,barycentric_0_protocol,barycentric_1_protocol,barycentric_2_protocol,barycentric_0_observed,barycentric_1_observed,barycentric_2_observed,clipped_observed,clipping_distance_scaled_observed,command_complete_epoch,command_completion_lateness_seconds,gain_result,noise_result,sample_utc_second,scheduled_epoch,trace_row_index_observed,trace_t_s_observed,trace_time_bin_observed,triangle_index_observed,vertex_0_observed,vertex_1_observed,vertex_2_observed,channel_verification_utc_second,channel_verification_emitted_epoch_us,ue_measurement_emitted_epoch_us,applied_gain_db,applied_noise_power_db,channel_family,channel_model_name,channel_snapshot_id,channel_snapshot_timestamp_ns,tap_energy_linear,tap_fingerprint_fnv1a64,channel_length,nb_taps,nb_tx,nb_rx,rsrp_digital_power_linear,rsrp_db_per_re_unquantized,ss_rsrp_dbm_integer,ss_sinr_db,attached,observed_relative_rsrp_db,relative_rsrp_error_db,sinr_error_db
22,176,176,176,5.55,19.6,5.55,19.6,-4.374300226,-23.871937181,False,0,3,8,11,18,0.120512516349,0.825612563871,0.0538749197802,0.120512516349,0.825612563871,0.0538749197802,False,0,1788219277.1,0.0993430614471,"{'applied_epoch': 1788219277.0993328, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -4.3743, 'parameter': 'ploss', 'requested': -4.374300226, 'verified': True}","{'applied_epoch': 1788219277.0993328, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -23.871937, 'parameter': 'noise_power_dB', 'requested': -23.871937181, 'verified': True}",1788219277,1788219277,176,176,176,3,8,11,18,1788219278,1788219278000353,1788219278000138,-4.374300226,-23.871936798,AWGN,rfsimu_channel_enB0,static-0,1788219222360182737,1,14bd144574d32d9e,1,1,1,1,49335.8571429,46.931208,-101,17.821429,True,5.55531575,0.00531574999999,-1.778571
23,177,177,177,3.85,19.4,3.85,19.4,-6.071260879,-25.293938672,False,0,11,11,8,9,0.482184780193,0.419436077388,0.0983791424192,0.482184780193,0.419436077388,0.0983791424192,False,0,1788219278.15,0.151365041733,"{'applied_epoch': 1788219278.1513548, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -6.071261, 'parameter': 'ploss', 'requested': -6.071260879, 'verified': True}","{'applied_epoch': 1788219278.1513548, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -25.29394, 'parameter': 'noise_power_dB', 'requested': -25.293938672, 'verified': True}",1788219278,1788219278,177,177,177,11,11,8,9,1788219279,1788219279001431,1788219279046471,-6.071260879,-25.29393959,AWGN,rfsimu_channel_enB0,static-0,1788219222360182737,1,14bd144574d32d9e,1,1,1,1,34616.9333333,45.366726,-103,16.706667,True,3.99083375,0.14083375,-2.693333
24,178,178,178,3.8,20.9,3.8,20.9,-6.111389961,-26.782374142,False,0,3,8,11,18,0.604056603027,0.24352517163,0.152418225342,0.604056603027,0.24352517163,0.152418225342,False,0,1788219279.12,0.115263223648,"{'applied_epoch': 1788219279.1152534, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -6.11139, 'parameter': 'ploss', 'requested': -6.111389961, 'verified': True}","{'applied_epoch': 1788219279.1152534, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -26.782373, 'parameter': 'noise_power_dB', 'requested': -26.782374142, 'verified': True}",1788219279,1788219279,178,178,178,3,8,11,18,1788219280,1788219280000968,1788219280027380,-6.111389961,-26.782373428,AWGN,rfsimu_channel_enB0,static-0,1788219222360182737,1,14bd144574d32d9e,1,1,1,1,33123.9285714,45.201218,-103,16.557143,True,3.82532575,0.02532575,-4.342857
25,179,179,179,5.3,22.2,5.3,22.2,-4.610417943,-26.587133219,False,0,3,8,11,18,0.340878538367,0.282573356157,0.376548105476,0.340878538367,0.282573356157,0.376548105476,False,0,1788219280.15,0.151304721832,"{'applied_epoch': 1788219280.1512966, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -4.610418, 'parameter': 'ploss', 'requested': -4.610417943, 'verified': True}","{'applied_epoch': 1788219280.1512966, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -26.587133, 'parameter': 'noise_power_dB', 'requested': -26.587133219, 'verified': True}",1788219280,1788219280,179,179,179,3,8,11,18,1788219281,1788219281000233,1788219281008616,-4.610417943,-26.587133408,AWGN,rfsimu_channel_enB0,static-0,1788219222360182737,1,14bd144574d32d9e,1,1,1,1,45603.7857143,46.574849,-101,17.95,True,5.19895675,-0.10104325,-4.25
26,180,180,180,3.65,19.05,3.65,19.05,-6.275370471,-25.134835353,False,0,11,11,8,9,0.431157382201,0.332383372387,0.236459245411,0.431157382201,0.332383372387,0.236459245411,False,0,1788219281.11,0.10728597641,"{'applied_epoch': 1788219281.1072772, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -6.27537, 'parameter': 'ploss', 'requested': -6.275370471, 'verified': True}","{'applied_epoch': 1788219281.1072772, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -25.134836, 'parameter': 'noise_power_dB', 'requested': -25.134835353, 'verified': True}",1788219281,1788219281,180,180,180,11,11,8,9,1788219282,1788219282001023,1788219282057556,-6.275370471,-25.134836197,AWGN,rfsimu_channel_enB0,static-0,1788219222360182737,1,14bd144574d32d9e,1,1,1,1,32798.6666667,45.135977,-103,17.16,True,3.76008475,0.11008475,-1.89
27,181,181,181,1.5,13.1,1.5,13.1,-8.611465924,-21.272110348,False,0,25,16,17,10,0.325136916756,0.019403954593,0.655459128651,0.325136916756,0.019403954593,0.655459128651,False,0,1788219282.15,0.154880285263,"{'applied_epoch': 1788219282.1548738, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -8.611466, 'parameter': 'ploss', 'requested': -8.611465924, 'verified': True}","{'applied_epoch': 1788219282.1548738, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -21.27211, 'parameter': 'noise_power_dB', 'requested': -21.272110348, 'verified': True}",1788219282,1788219282,181,181,181,25,16,17,10,1788219283,1788219283000458,1788219283025684,-8.611465924,-21.272109985,AWGN,rfsimu_channel_enB0,static-0,1788219222360182737,1,14bd144574d32d9e,1,1,1,1,20256.5,43.024859,-105,15.228571,True,1.64896675,0.14896675,2.128571
28,182,182,182,-1.2,16.35,-1.2,16.35,-11.160142093,-27.297065231,False,0,19,6,5,2,0.234311589778,0.185617363959,0.580071046264,0.234311589778,0.185617363959,0.580071046264,False,0,1788219283.11,0.107362985611,"{'applied_epoch': 1788219283.1073546, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -11.160142, 'parameter': 'ploss', 'requested': -11.160142093, 'verified': True}","{'applied_epoch': 1788219283.1073546, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -27.297066, 'parameter': 'noise_power_dB', 'requested': -27.297065231, 'verified': True}",1788219283,1788219283,182,182,182,19,6,5,2,1788219284,1788219284001248,1788219284004624,-11.160142093,-27.297065735,AWGN,rfsimu_channel_enB0,static-0,1788219222360182737,1,14bd144574d32d9e,1,1,1,1,10438.3571429,40.185616,-108,12.278571,True,-1.19027625,0.00972375,-4.071429
29,183,183,183,-2.9,13.75,-2.9,13.75,-12.946008071,-26.360972574,False,0,23,1,3,2,0.236502017756,0.704010487044,0.0594874952005,0.236502017756,0.704010487044,0.0594874952005,False,0,1788219284.15,0.150705337524,"{'applied_epoch': 1788219284.1507008, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -12.946008, 'parameter': 'ploss', 'requested': -12.946008071, 'verified': True}","{'applied_epoch': 1788219284.1507008, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -26.360973, 'parameter': 'noise_power_dB', 'requested': -26.360972574, 'verified': True}",1788219284,1788219284,183,183,183,23,1,3,2,1788219285,1788219285001615,1788219285056851,-12.946008071,-26.360973358,AWGN,rfsimu_channel_enB0,static-0,1788219222360182737,1,14bd144574d32d9e,1,1,1,1,7234.4,38.573063,-109,11.8,True,-2.80282925,0.09717075,-1.95
30,184,184,184,-3.1,12.4,-3.1,12.4,-13.233779728,-25.386743675,False,0,9,3,1,15,0.56316829167,0.180058155898,0.256773552432,0.56316829167,0.180058155898,0.256773552432,False,0,1788219285.16,0.158704042435,"{'applied_epoch': 1788219285.1586995, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -13.23378, 'parameter': 'ploss', 'requested': -13.233779728, 'verified': True}","{'applied_epoch': 1788219285.1586995, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -25.386744, 'parameter': 'noise_power_dB', 'requested': -25.386743675, 'verified': True}",1788219285,1788219285,184,184,184,9,3,1,15,1788219286,1788219286000918,1788219286030001,-13.233779728,-25.386743546,AWGN,rfsimu_channel_enB0,static-0,1788219222360182737,1,14bd144574d32d9e,1,1,1,1,6697.85714286,38.256265,-110,11.964286,True,-3.11962725,-0.01962725,-0.435714
31,185,185,185,0.7,17.35,0.7,17.35,-9.248996423,-26.331000628,False,0,13,9,5,6,0.375501788544,0.443666875927,0.180831335529,0.375501788544,0.443666875927,0.180831335529,False,0,1788219286.13,0.127157211304,"{'applied_epoch': 1788219286.1271477, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -9.248996, 'parameter': 'ploss', 'requested': -9.248996423, 'verified': True}","{'applied_epoch': 1788219286.1271477, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -26.331001, 'parameter': 'noise_power_dB', 'requested': -26.331000628, 'verified': True}",1788219286,1788219286,185,185,185,13,9,5,6,1788219287,1788219287000678,1788219287067448,-9.248996423,-26.331001282,AWGN,rfsimu_channel_enB0,static-0,1788219222360182737,1,14bd144574d32d9e,1,1,1,1,15532,41.839717,-106,16.826667,True,0.46382475,-0.23617525,-0.523333
32,186,186,186,2.55,17.45,2.55,17.45,-7.396651384,-24.573397655,False,0,12,9,17,11,0.838752176169,0.0208213395064,0.140426484324,0.838752176169,0.0208213395064,0.140426484324,False,0,1788219287.15,0.150738954544,"{'applied_epoch': 1788219287.1507273, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -7.396651, 'parameter': 'ploss', 'requested': -7.396651384, 'verified': True}","{'applied_epoch': 1788219287.1507273, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -24.573399, 'parameter': 'noise_power_dB', 'requested': -24.573397655, 'verified': True}",1788219287,1788219287,186,186,186,12,9,17,11,1788219288,1788219288000635,1788219288029625,-7.396651384,-24.57339859,AWGN,rfsimu_channel_enB0,static-0,1788219222360182737,1,14bd144574d32d9e,1,1,1,1,24644.3571429,43.916075,-104,19.121429,True,2.54018275,-0.00981725000001,1.671429
33,187,187,187,-2.55,11.75,-2.55,11.75,-12.726363189,-24.278812509,False,0,9,3,1,15,0.637393482949,0.000575077565857,0.362031439485,0.637393482949,0.000575077565857,0.362031439485,False,0,1788219288.1,0.103134393692,"{'applied_epoch': 1788219288.1031272, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -12.726363, 'parameter': 'ploss', 'requested': -12.726363189, 'verified': True}","{'applied_epoch': 1788219288.1031272, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -24.278812, 'parameter': 'noise_power_dB', 'requested': -24.278812509, 'verified': True}",1788219288,1788219288,187,187,187,9,3,1,15,1788219289,1788219289000986,1788219289062831,-12.726363189,-24.278812408,AWGN,rfsimu_channel_enB0,static-0,1788219222360182737,1,14bd144574d32d9e,1,1,1,1,7751.06666667,38.891962,-109,13.226667,True,-2.48393025,0.06606975,1.476667
34,188,188,188,-2.1,15.65,-2.1,15.65,-12.072357525,-27.556119503,False,0,23,1,3,2,0.0180893813118,0.160019753085,0.821890865603,0.0180893813118,0.160019753085,0.821890865603,False,0,1788219289.15,0.154934644699,"{'applied_epoch': 1788219289.1549296, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -12.072358, 'parameter': 'ploss', 'requested': -12.072357525, 'verified': True}","{'applied_epoch': 1788219289.1549296, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -27.55612, 'parameter': 'noise_power_dB', 'requested': -27.556119503, 'verified': True}",1788219289,1788219289,188,188,188,23,1,3,2,1788219290,1788219290000543,1788219290033090,-12.072357525,-27.556119919,AWGN,rfsimu_channel_enB0,static-0,1788219222360182737,1,14bd144574d32d9e,1,1,1,1,8371.21428571,39.226354,-109,13.4,True,-2.14953825,-0.04953825,-2.25
35,189,189,189,-1.6,16.8,-1.6,16.8,-11.545755283,-28.205675131,False,0,21,2,5,14,0.704319264875,0.261401546697,0.0342791884281,0.704319264875,0.261401546697,0.0342791884281,False,0,1788219290.09,0.0912783145905,"{'applied_epoch': 1788219290.0912704, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -11.545755, 'parameter': 'ploss', 'requested': -11.545755283, 'verified': True}","{'applied_epoch': 1788219290.0912704, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -28.205675, 'parameter': 'noise_power_dB', 'requested': -28.205675131, 'verified': True}",1788219290,1788219290,189,189,189,21,2,5,14,1788219291,1788219291001252,1788219291004516,-11.545755283,-28.205675125,AWGN,rfsimu_channel_enB0,static-0,1788219222360182737,1,14bd144574d32d9e,1,1,1,1,9522.57142857,39.787167,-108,13.978571,True,-1.58872525,0.01127475,-2.821429
36,190,190,190,-2.25,15,-2.25,15,-12.248079472,-27.028139122,False,0,23,1,3,2,0.0620198678819,0.365300204672,0.572679927446,0.0620198678819,0.365300204672,0.572679927446,False,0,1788219291.15,0.154733419418,"{'applied_epoch': 1788219291.154728, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -12.248079, 'parameter': 'ploss', 'requested': -12.248079472, 'verified': True}","{'applied_epoch': 1788219291.154728, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -27.028139, 'parameter': 'noise_power_dB', 'requested': -27.028139122, 'verified': True}",1788219291,1788219291,190,190,190,23,1,3,2,1788219292,1788219292000372,1788219292051592,-12.248079472,-27.028139114,AWGN,rfsimu_channel_enB0,static-0,1788219222360182737,1,14bd144574d32d9e,1,1,1,1,8334.66666667,39.205054,-109,13.94,True,-2.17083825,0.07916175,-1.06
37,191,191,191,-0.55,17.8,-0.55,17.8,-10.485288459,-28.126114077,False,0,21,2,5,14,0.200606203958,0.778374783236,0.0210190128059,0.200606203958,0.778374783236,0.0210190128059,False,0,1788219292.11,0.111377477646,"{'applied_epoch': 1788219292.1113675, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -10.485288, 'parameter': 'ploss', 'requested': -10.485288459, 'verified': True}","{'applied_epoch': 1788219292.1113675, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -28.126114, 'parameter': 'noise_power_dB', 'requested': -28.126114077, 'verified': True}",1788219292,1788219292,191,191,191,21,2,5,14,1788219293,1788219293000992,1788219293066526,-10.485288459,-28.126113892,AWGN,rfsimu_channel_enB0,static-0,1788219222360182737,1,14bd144574d32d9e,1,1,1,1,12068.3333333,40.815805,-107,16.68,True,-0.56008725,-0.01008725,-1.12
38,192,192,192,-0.75,16.4,-0.75,16.4,-10.715528123,-26.850455714,False,0,19,6,5,2,0.383181428592,0.259054510087,0.357764061321,0.383181428592,0.259054510087,0.357764061321,False,0,1788219293.15,0.150810956955,"{'applied_epoch': 1788219293.1508055, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -10.715528, 'parameter': 'ploss', 'requested': -10.715528123, 'verified': True}","{'applied_epoch': 1788219293.1508055, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -26.850456, 'parameter': 'noise_power_dB', 'requested': -26.850455714, 'verified': True}",1788219293,1788219293,192,192,192,19,6,5,2,1788219294,1788219294000158,1788219294056243,-10.715528123,-26.850456238,AWGN,rfsimu_channel_enB0,static-0,1788219222360182737,1,14bd144574d32d9e,1,1,1,1,11682.5,40.674024,-107,16.528572,True,-0.70186825,0.04813175,0.128572
39,193,193,193,0.95,19.75,0.95,19.75,-8.962978067,-28.469467023,False,0,5,5,8,14,0.246755521971,0.674999974141,0.0782445038878,0.246755521971,0.674999974141,0.0782445038878,False,0,1788219294.13,0.127229452133,"{'applied_epoch': 1788219294.1272204, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -8.962978, 'parameter': 'ploss', 'requested': -8.962978067, 'verified': True}","{'applied_epoch': 1788219294.1272204, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -28.469467, 'parameter': 'noise_power_dB', 'requested': -28.469467023, 'verified': True}",1788219294,1788219294,193,193,193,5,5,8,14,1788219295,1788219295001014,1788219295041163,-8.962978067,-28.469467163,AWGN,rfsimu_channel_enB0,static-0,1788219222360182737,1,14bd144574d32d9e,1,1,1,1,17015.2857143,42.308112,-106,19.114286,True,0.93221975,-0.01778025,-0.635714
40,194,194,194,0.95,19.45,0.95,19.45,-8.966750678,-28.184526332,False,0,5,5,8,14,0.391112172868,0.578133438434,0.0307543886979,0.391112172868,0.578133438434,0.0307543886979,False,0,1788219295.15,0.150830030441,"{'applied_epoch': 1788219295.150826, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -8.966751, 'parameter': 'ploss', 'requested': -8.966750678, 'verified': True}","{'applied_epoch': 1788219295.150826, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -28.184526, 'parameter': 'noise_power_dB', 'requested': -28.184526332, 'verified': True}",1788219295,1788219295,194,194,194,5,5,8,14,1788219296,1788219296001008,1788219296027025,-8.966750678,-28.184526443,AWGN,rfsimu_channel_enB0,static-0,1788219222360182737,1,14bd144574d32d9e,1,1,1,1,17021.5714286,42.309746,-105,19.671429,True,0.93385375,-0.01614625,0.221429
41,195,195,195,2.4,19.6,2.4,19.6,-7.516737009,-26.860234403,False,0,11,11,8,9,0.120815747837,0.700621966317,0.178562285846,0.120815747837,0.700621966317,0.178562285846,False,0,1788219296.11,0.111386299133,"{'applied_epoch': 1788219296.111377, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -7.516737, 'parameter': 'ploss', 'requested': -7.516737009, 'verified': True}","{'applied_epoch': 1788219296.111377, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -26.860235, 'parameter': 'noise_power_dB', 'requested': -26.860234403, 'verified': True}",1788219296,1788219296,195,195,195,11,11,8,9,1788219297,1788219297001756,1788219297015461,-7.516737009,-26.860235214,AWGN,rfsimu_channel_enB0,static-0,1788219222360182737,1,14bd144574d32d9e,1,1,1,1,23792.4285714,43.763737,-104,21.185715,True,2.38784475,-0.01215525,1.585715
42,196,196,196,1.2,18.5,1.2,18.5,-8.728976517,-26.985063368,False,0,14,8,5,9,0.297199530543,0.364488258724,0.338312210733,0.297199530543,0.364488258724,0.338312210733,False,0,1788219297.16,0.163355350494,"{'applied_epoch': 1788219297.1633465, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -8.728977, 'parameter': 'ploss', 'requested': -8.728976517, 'verified': True}","{'applied_epoch': 1788219297.1633465, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -26.985064, 'parameter': 'noise_power_dB', 'requested': -26.985063368, 'verified': True}",1788219297,1788219297,196,196,196,14,8,5,9,1788219298,1788219298001184,1788219298003010,-8.728976517,-26.985063553,AWGN,rfsimu_channel_enB0,static-0,1788219222360182737,1,14bd144574d32d9e,1,1,1,1,18673.2142857,42.698222,-105,20.114286,True,1.32232975,0.12232975,1.614286
43,197,197,197,1.35,22.25,1.35,22.25,-8.552175192,-30.563713132,False,0,2,18,14,8,0.335256323267,0.427285521926,0.237458154807,0.335256323267,0.427285521926,0.237458154807,False,0,1788219298.11,0.111392259598,"{'applied_epoch': 1788219298.1113827, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -8.552175, 'parameter': 'ploss', 'requested': -8.552175192, 'verified': True}","{'applied_epoch': 1788219298.1113827, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -30.563713, 'parameter': 'noise_power_dB', 'requested': -30.563713132, 'verified': True}",1788219298,1788219298,197,197,197,2,18,14,8,1788219299,1788219299001634,1788219299052372,-8.552175192,-30.563713074,AWGN,rfsimu_channel_enB0,static-0,1788219222360182737,1,14bd144574d32d9e,1,1,1,1,18711.2,42.7206,-105,20.346667,True,1.34470775,-0.00529225000001,-1.903333
44,198,198,198,1.85,20.35,1.85,20.35,-8.057299202,-28.129761847,False,0,2,18,14,8,0.0120771076154,0.0216269745419,0.966295917843,0.0120771076154,0.0216269745419,0.966295917843,False,0,1788219299.16,0.162822961807,"{'applied_epoch': 1788219299.1628177, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -8.057299, 'parameter': 'ploss', 'requested': -8.057299202, 'verified': True}","{'applied_epoch': 1788219299.1628177, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -28.129763, 'parameter': 'noise_power_dB', 'requested': -28.129761847, 'verified': True}",1788219299,1788219299,198,198,198,2,18,14,8,1788219300,1788219300000045,1788219300036447,-8.057299202,-28.12976265,AWGN,rfsimu_channel_enB0,static-0,1788219222360182737,1,14bd144574d32d9e,1,1,1,1,20841.5,43.186997,-104,21.285714,True,1.81110475,-0.03889525,0.935714
45,199,199,199,1.35,21.8,1.35,21.8,-8.553259826,-30.107663592,False,0,2,18,14,8,0.259067294459,0.351277265401,0.389655440141,0.259067294459,0.351277265401,0.389655440141,False,0,1788219300.12,0.123286247253,"{'applied_epoch': 1788219300.1232662, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -8.55326, 'parameter': 'ploss', 'requested': -8.553259826, 'verified': True}","{'applied_epoch': 1788219300.1232662, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -30.107664, 'parameter': 'noise_power_dB', 'requested': -30.107663592, 'verified': True}",1788219300,1788219300,199,199,199,2,18,14,8,1788219301,1788219301000928,1788219301009519,-8.553259826,-30.107664108,AWGN,rfsimu_channel_enB0,static-0,1788219222360182737,1,14bd144574d32d9e,1,1,1,1,18920.2142857,42.76747,-105,20.871428,True,1.39157775,0.04157775,-0.928572
46,200,200,200,0.45,20.3,0.45,20.3,-9.45589527,-29.502634276,False,0,2,18,14,8,0.00778983432813,0.250439046013,0.741771119659,0.00778983432813,0.250439046013,0.741771119659,False,0,1788219301.16,0.158710479736,"{'applied_epoch': 1788219301.1587064, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -9.455895, 'parameter': 'ploss', 'requested': -9.45589527, 'verified': True}","{'applied_epoch': 1788219301.1587064, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -29.502634, 'parameter': 'noise_power_dB', 'requested': -29.502634276, 'verified': True}",1788219301,1788219301,200,200,200,2,18,14,8,1788219302,1788219302000517,1788219302059394,-9.45589527,-29.502634048,AWGN,rfsimu_channel_enB0,static-0,1788219222360182737,1,14bd144574d32d9e,1,1,1,1,15485.7333333,41.893523,-106,20.006666,True,0.51763075,0.06763075,-0.293334
47,201,201,201,0.75,20.95,0.75,20.95,-9.154655244,-29.856327228,False,0,2,18,14,8,0.116945330641,0.309387871317,0.573666798042,0.116945330641,0.309387871317,0.573666798042,False,0,1788219302.11,0.107340574265,"{'applied_epoch': 1788219302.1073315, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -9.154655, 'parameter': 'ploss', 'requested': -9.154655244, 'verified': True}","{'applied_epoch': 1788219302.1073315, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -29.856327, 'parameter': 'noise_power_dB', 'requested': -29.856327228, 'verified': True}",1788219302,1788219302,201,201,201,2,18,14,8,1788219303,1788219303000521,1788219303035958,-9.154655244,-29.856327057,AWGN,rfsimu_channel_enB0,static-0,1788219222360182737,1,14bd144574d32d9e,1,1,1,1,16458.5,42.163524,-106,20.978572,True,0.78763175,0.03763175,0.028572
48,202,202,202,0.95,20.9,0.95,20.9,-8.954993537,-29.602291543,False,0,2,18,14,8,0.107883000945,0.267048590437,0.625068408618,0.107883000945,0.267048590437,0.625068408618,False,0,1788219303.16,0.159385681152,"{'applied_epoch': 1788219303.1593766, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -8.954994, 'parameter': 'ploss', 'requested': -8.954993537, 'verified': True}","{'applied_epoch': 1788219303.1593766, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -29.602291, 'parameter': 'noise_power_dB', 'requested': -29.602291543, 'verified': True}",1788219303,1788219303,202,202,202,2,18,14,8,1788219304,1788219304000969,1788219304016635,-8.954993537,-29.602291107,AWGN,rfsimu_channel_enB0,static-0,1788219222360182737,1,14bd144574d32d9e,1,1,1,1,16987.3571429,42.300696,-105,21.207143,True,0.92480375,-0.02519625,0.307143
49,203,203,203,1.35,19.8,1.35,19.8,-8.562856527,-28.110678831,False,0,5,5,8,14,0.226088847929,0.755464680241,0.0184464718295,0.226088847929,0.755464680241,0.0184464718295,False,0,1788219304.11,0.1112844944,"{'applied_epoch': 1788219304.1112764, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -8.562857, 'parameter': 'ploss', 'requested': -8.562856527, 'verified': True}","{'applied_epoch': 1788219304.1112764, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -28.11068, 'parameter': 'noise_power_dB', 'requested': -28.110678831, 'verified': True}",1788219304,1788219304,203,203,203,5,5,8,14,1788219305,1788219305001378,1788219305069107,-8.562856527,-28.110679626,AWGN,rfsimu_channel_enB0,static-0,1788219222360182737,1,14bd144574d32d9e,1,1,1,1,18565.2666667,42.68553,-105,21.133333,True,1.30963775,-0.04036225,1.333333
