applied_ploss,applied_noise_power_dB,execution_count,execution_ids,ss_rsrp_dbm_segment_mean_mean,ss_rsrp_dbm_segment_mean_std,ss_rsrp_dbm_segment_mean_min,ss_rsrp_dbm_segment_mean_max,ss_rsrq_db_segment_mean_mean,ss_rsrq_db_segment_mean_std,ss_rsrq_db_segment_mean_min,ss_rsrq_db_segment_mean_max,ss_sinr_db_segment_mean_mean,ss_sinr_db_segment_mean_std,ss_sinr_db_segment_mean_min,ss_sinr_db_segment_mean_max,latency_ms_p95_mean,latency_ms_p95_std,latency_ms_p95_min,latency_ms_p95_max,loss_rate_mean,loss_rate_std,loss_rate_min,loss_rate_max,received_mbps_mean,received_mbps_std,received_mbps_min,received_mbps_max
-5,-30,2,"[""mgen-20260811-030136"",""mgen-20260811-032440""]",-117.126586111,0.689150197315,-117.613888889,-116.639283333,-10.4216333333,0.036337431811,-10.4473277778,-10.3959388889,28.4946222222,0.674831284996,28.0174444444,28.9718,492.717659473,43.1361361979,462.215805054,523.219513893,0.00451467268623,0.00638471134254,0,0.00902934537246,0.0242292444444,0.000174733942373,0.0241056888889,0.0243528
0,-10,2,"[""mgen-20260811-030720"",""mgen-20260811-033028""]",-107.990297222,2.12047574379,-109.4897,-106.490894444,-10.5249111111,0.0244816081131,-10.5422222222,-10.5076,8.35522777778,2.68257456601,6.45836111111,10.2520944444,395.845067501,95.7786289473,328.11934948,463.570785522,0,0,0,0,0.0243528,0,0.0243528,0.0243528
0,-5,2,"[""mgen-20260811-031308"",""mgen-20260811-033617""]",-99.5865277778,0.568945972885,-99.9888333333,-99.1842222222,-10.5380305556,0.000145349727242,-10.5381333333,-10.5379277778,6.36910277778,0.757008878083,5.83381666667,6.90438888889,459.305167198,0.593764801821,458.88531208,459.725022316,0,0,0,0,0.0243528,0,0.0243528,0.0243528
