execution_id,point_id,repetition,split,segment_id,ue,direction,app_mix,designed_offered_mbps,applied_ploss,applied_noise_power_dB,sent_packets,received_packets,lost_packets,latency_samples,latency_ms_p95,loss_rate,received_mbps,ss_rsrp_dbm_segment_mean,ss_rsrq_db_segment_mean,ss_sinr_db_segment_mean,stored_latency_ms_p95_delta,stored_loss_rate_delta,stored_received_mbps_delta
mgen-20260811-030136,ploss-m5_noise-m30-r1,1,train,mgen-20260811-030136:ue1:dl:0,ue1,dl,"[""youtube""]",0.0242910222222,-5,-30,443,439,4,439,523.219513893,0.00902934537246,0.0241056888889,-117.613888889,-10.3959388889,28.0174444444,0,0,0
mgen-20260811-032440,ploss-m5_noise-m30-r2,2,train,mgen-20260811-032440:ue1:dl:0,ue1,dl,"[""youtube""]",0.0242910222222,-5,-30,443,443,0,443,462.215805054,0,0.0243528,-116.639283333,-10.4473277778,28.9718,0,0,0
mgen-20260811-030720,ploss-p0_noise-m10-r1,1,train,mgen-20260811-030720:ue1:dl:0,ue1,dl,"[""youtube""]",0.0242910222222,0,-10,443,443,0,443,463.570785522,0,0.0243528,-109.4897,-10.5422222222,6.45836111111,0,0,0
mgen-20260811-033028,ploss-p0_noise-m10-r2,2,train,mgen-20260811-033028:ue1:dl:0,ue1,dl,"[""youtube""]",0.0242910222222,0,-10,443,443,0,443,328.11934948,0,0.0243528,-106.490894444,-10.5076,10.2520944444,0,0,0
mgen-20260811-031308,ploss-p0_noise-m5-r1,1,validation,mgen-20260811-031308:ue1:dl:0,ue1,dl,"[""youtube""]",0.0242910222222,0,-5,443,443,0,443,459.725022316,0,0.0243528,-99.9888333333,-10.5381333333,5.83381666667,0,0,0
mgen-20260811-033617,ploss-p0_noise-m5-r2,2,train,mgen-20260811-033617:ue1:dl:0,ue1,dl,"[""youtube""]",0.0242910222222,0,-5,443,443,0,443,458.88531208,0,0.0243528,-99.1842222222,-10.5379277778,6.90438888889,0,0,0
