scenario_id,trace_id,app,content,observation_index,scenario_second,observed_segment_index,gap_before_seconds,source_timestamp,real_rf_state_id,primary_rf_state_id,target_rsrp_dbm,target_rsrq_db,target_snr_db,mapped_control_state_id,mapped_ploss,mapped_noise_power_dB,mapped_execution_count,mapped_ss_rsrp_dbm,mapped_ss_rsrq_db,mapped_ss_sinr_db_diagnostic,rsrp_error_db,rsrp_absolute_error_db,rsrp_within_declared_tolerance,rsrq_error_db,rsrq_absolute_error_db,rsrq_within_declared_tolerance,snr_proxy_error_db_diagnostic,primary_distance,within_declared_tolerance,target_within_observed_primary_range
ucc-static-03c60d20f6ba6fb3,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,0,0,0,0,2019-11-28 09:42:25,rsrp=-89|rsrq=-11|snr=1,rsrp=-89|rsrq=-11,-89,-11,1,ploss=0|noise_power_dB=-5,0,-5,2,-99.5865277778,-10.5380305556,6.36910277778,-10.5865277778,10.5865277778,False,0.4619694444,0.4619694444,True,5.36910277778,2.50060832451,False,False
ucc-static-03c60d20f6ba6fb3,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,1,1,0,0,2019-11-28 09:42:26,rsrp=-88|rsrq=-18|snr=-8,rsrp=-88|rsrq=-18,-88,-18,-8,ploss=0|noise_power_dB=-5,0,-5,2,-99.5865277778,-10.5380305556,6.36910277778,-11.5865277778,11.5865277778,False,7.4619694444,7.4619694444,False,14.3691027778,3.79714694739,False,False
ucc-static-03c60d20f6ba6fb3,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,2,2,0,0,2019-11-28 09:42:27,rsrp=-88|rsrq=-18|snr=-8,rsrp=-88|rsrq=-18,-88,-18,-8,ploss=0|noise_power_dB=-5,0,-5,2,-99.5865277778,-10.5380305556,6.36910277778,-11.5865277778,11.5865277778,False,7.4619694444,7.4619694444,False,14.3691027778,3.79714694739,False,False
ucc-static-03c60d20f6ba6fb3,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,3,3,0,0,2019-11-28 09:42:28,rsrp=-89|rsrq=-16|snr=4,rsrp=-89|rsrq=-16,-89,-16,4,ploss=0|noise_power_dB=-5,0,-5,2,-99.5865277778,-10.5380305556,6.36910277778,-10.5865277778,10.5865277778,False,5.4619694444,5.4619694444,False,2.36910277778,3.15523434916,False,False
ucc-static-03c60d20f6ba6fb3,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,4,4,0,0,2019-11-28 09:42:29,rsrp=-89|rsrq=-16|snr=4,rsrp=-89|rsrq=-16,-89,-16,4,ploss=0|noise_power_dB=-5,0,-5,2,-99.5865277778,-10.5380305556,6.36910277778,-10.5865277778,10.5865277778,False,5.4619694444,5.4619694444,False,2.36910277778,3.15523434916,False,False
ucc-static-03c60d20f6ba6fb3,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,5,5,0,0,2019-11-28 09:42:30,rsrp=-90|rsrq=-16|snr=2,rsrp=-90|rsrq=-16,-90,-16,2,ploss=0|noise_power_dB=-5,0,-5,2,-99.5865277778,-10.5380305556,6.36910277778,-9.5865277778,9.5865277778,False,5.4619694444,5.4619694444,False,4.36910277778,2.97233552774,False,False
ucc-static-03c60d20f6ba6fb3,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,6,6,0,0,2019-11-28 09:42:31,rsrp=-90|rsrq=-16|snr=2,rsrp=-90|rsrq=-16,-90,-16,2,ploss=0|noise_power_dB=-5,0,-5,2,-99.5865277778,-10.5380305556,6.36910277778,-9.5865277778,9.5865277778,False,5.4619694444,5.4619694444,False,4.36910277778,2.97233552774,False,False
ucc-static-03c60d20f6ba6fb3,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,7,7,0,0,2019-11-28 09:42:32,rsrp=-89|rsrq=-15|snr=1,rsrp=-89|rsrq=-15,-89,-15,1,ploss=0|noise_power_dB=-5,0,-5,2,-99.5865277778,-10.5380305556,6.36910277778,-10.5865277778,10.5865277778,False,4.4619694444,4.4619694444,False,5.36910277778,2.95211982091,False,False
ucc-static-03c60d20f6ba6fb3,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,8,8,0,0,2019-11-28 09:42:33,rsrp=-89|rsrq=-15|snr=1,rsrp=-89|rsrq=-15,-89,-15,1,ploss=0|noise_power_dB=-5,0,-5,2,-99.5865277778,-10.5380305556,6.36910277778,-10.5865277778,10.5865277778,False,4.4619694444,4.4619694444,False,5.36910277778,2.95211982091,False,False
ucc-static-03c60d20f6ba6fb3,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,9,9,0,0,2019-11-28 09:42:34,rsrp=-89|rsrq=-14|snr=3,rsrp=-89|rsrq=-14,-89,-14,3,ploss=0|noise_power_dB=-5,0,-5,2,-99.5865277778,-10.5380305556,6.36910277778,-10.5865277778,10.5865277778,False,3.4619694444,3.4619694444,False,3.36910277778,2.77930190442,False,False
ucc-static-03c60d20f6ba6fb3,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,10,10,0,0,2019-11-28 09:42:35,rsrp=-89|rsrq=-14|snr=3,rsrp=-89|rsrq=-14,-89,-14,3,ploss=0|noise_power_dB=-5,0,-5,2,-99.5865277778,-10.5380305556,6.36910277778,-10.5865277778,10.5865277778,False,3.4619694444,3.4619694444,False,3.36910277778,2.77930190442,False,False
ucc-static-03c60d20f6ba6fb3,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,11,11,0,0,2019-11-28 09:42:36,rsrp=-89|rsrq=-15|snr=2,rsrp=-89|rsrq=-15,-89,-15,2,ploss=0|noise_power_dB=-5,0,-5,2,-99.5865277778,-10.5380305556,6.36910277778,-10.5865277778,10.5865277778,False,4.4619694444,4.4619694444,False,4.36910277778,2.95211982091,False,False
ucc-static-03c60d20f6ba6fb3,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,12,13,1,1,2019-11-28 09:42:38,rsrp=-89|rsrq=-15|snr=2,rsrp=-89|rsrq=-15,-89,-15,2,ploss=0|noise_power_dB=-5,0,-5,2,-99.5865277778,-10.5380305556,6.36910277778,-10.5865277778,10.5865277778,False,4.4619694444,4.4619694444,False,4.36910277778,2.95211982091,False,False
ucc-static-03c60d20f6ba6fb3,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,13,14,1,0,2019-11-28 09:42:39,rsrp=-89|rsrq=-13|snr=-4,rsrp=-89|rsrq=-13,-89,-13,-4,ploss=0|noise_power_dB=-5,0,-5,2,-99.5865277778,-10.5380305556,6.36910277778,-10.5865277778,10.5865277778,False,2.4619694444,2.4619694444,False,10.3691027778,2.64273091987,False,False
ucc-static-03c60d20f6ba6fb3,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,14,15,1,0,2019-11-28 09:42:40,rsrp=-89|rsrq=-13|snr=-4,rsrp=-89|rsrq=-13,-89,-13,-4,ploss=0|noise_power_dB=-5,0,-5,2,-99.5865277778,-10.5380305556,6.36910277778,-10.5865277778,10.5865277778,False,2.4619694444,2.4619694444,False,10.3691027778,2.64273091987,False,False
ucc-static-03c60d20f6ba6fb3,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,15,16,1,0,2019-11-28 09:42:41,rsrp=-89|rsrq=-15|snr=-2,rsrp=-89|rsrq=-15,-89,-15,-2,ploss=0|noise_power_dB=-5,0,-5,2,-99.5865277778,-10.5380305556,6.36910277778,-10.5865277778,10.5865277778,False,4.4619694444,4.4619694444,False,8.36910277778,2.95211982091,False,False
ucc-static-03c60d20f6ba6fb3,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,16,17,1,0,2019-11-28 09:42:42,rsrp=-89|rsrq=-15|snr=-2,rsrp=-89|rsrq=-15,-89,-15,-2,ploss=0|noise_power_dB=-5,0,-5,2,-99.5865277778,-10.5380305556,6.36910277778,-10.5865277778,10.5865277778,False,4.4619694444,4.4619694444,False,8.36910277778,2.95211982091,False,False
ucc-static-03c60d20f6ba6fb3,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,17,18,1,0,2019-11-28 09:42:43,rsrp=-88|rsrq=-17|snr=-7,rsrp=-88|rsrq=-17,-88,-17,-7,ploss=0|noise_power_dB=-5,0,-5,2,-99.5865277778,-10.5380305556,6.36910277778,-11.5865277778,11.5865277778,False,6.4619694444,6.4619694444,False,13.3691027778,3.56059441371,False,False
ucc-static-03c60d20f6ba6fb3,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,18,19,1,0,2019-11-28 09:42:44,rsrp=-88|rsrq=-17|snr=-7,rsrp=-88|rsrq=-17,-88,-17,-7,ploss=0|noise_power_dB=-5,0,-5,2,-99.5865277778,-10.5380305556,6.36910277778,-11.5865277778,11.5865277778,False,6.4619694444,6.4619694444,False,13.3691027778,3.56059441371,False,False
ucc-static-03c60d20f6ba6fb3,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,19,20,1,0,2019-11-28 09:42:45,rsrp=-89|rsrq=-15|snr=-2,rsrp=-89|rsrq=-15,-89,-15,-2,ploss=0|noise_power_dB=-5,0,-5,2,-99.5865277778,-10.5380305556,6.36910277778,-10.5865277778,10.5865277778,False,4.4619694444,4.4619694444,False,8.36910277778,2.95211982091,False,False
ucc-static-03c60d20f6ba6fb3,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,20,21,1,0,2019-11-28 09:42:46,rsrp=-89|rsrq=-15|snr=-2,rsrp=-89|rsrq=-15,-89,-15,-2,ploss=0|noise_power_dB=-5,0,-5,2,-99.5865277778,-10.5380305556,6.36910277778,-10.5865277778,10.5865277778,False,4.4619694444,4.4619694444,False,8.36910277778,2.95211982091,False,False
ucc-static-03c60d20f6ba6fb3,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,21,22,1,0,2019-11-28 09:42:47,rsrp=-90|rsrq=-16|snr=0,rsrp=-90|rsrq=-16,-90,-16,0,ploss=0|noise_power_dB=-5,0,-5,2,-99.5865277778,-10.5380305556,6.36910277778,-9.5865277778,9.5865277778,False,5.4619694444,5.4619694444,False,6.36910277778,2.97233552774,False,False
ucc-static-03c60d20f6ba6fb3,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,22,23,1,0,2019-11-28 09:42:48,rsrp=-90|rsrq=-16|snr=0,rsrp=-90|rsrq=-16,-90,-16,0,ploss=0|noise_power_dB=-5,0,-5,2,-99.5865277778,-10.5380305556,6.36910277778,-9.5865277778,9.5865277778,False,5.4619694444,5.4619694444,False,6.36910277778,2.97233552774,False,False
ucc-static-03c60d20f6ba6fb3,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,23,24,1,0,2019-11-28 09:42:49,rsrp=-88|rsrq=-17|snr=0,rsrp=-88|rsrq=-17,-88,-17,0,ploss=0|noise_power_dB=-5,0,-5,2,-99.5865277778,-10.5380305556,6.36910277778,-11.5865277778,11.5865277778,False,6.4619694444,6.4619694444,False,6.36910277778,3.56059441371,False,False
ucc-static-03c60d20f6ba6fb3,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,24,25,1,0,2019-11-28 09:42:50,rsrp=-88|rsrq=-17|snr=0,rsrp=-88|rsrq=-17,-88,-17,0,ploss=0|noise_power_dB=-5,0,-5,2,-99.5865277778,-10.5380305556,6.36910277778,-11.5865277778,11.5865277778,False,6.4619694444,6.4619694444,False,6.36910277778,3.56059441371,False,False
ucc-static-03c60d20f6ba6fb3,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,25,27,2,1,2019-11-28 09:42:52,rsrp=-88|rsrq=-15|snr=0,rsrp=-88|rsrq=-15,-88,-15,0,ploss=0|noise_power_dB=-5,0,-5,2,-99.5865277778,-10.5380305556,6.36910277778,-11.5865277778,11.5865277778,False,4.4619694444,4.4619694444,False,6.36910277778,3.15386237125,False,False
ucc-static-03c60d20f6ba6fb3,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,26,28,2,0,2019-11-28 09:42:53,rsrp=-88|rsrq=-15|snr=0,rsrp=-88|rsrq=-15,-88,-15,0,ploss=0|noise_power_dB=-5,0,-5,2,-99.5865277778,-10.5380305556,6.36910277778,-11.5865277778,11.5865277778,False,4.4619694444,4.4619694444,False,6.36910277778,3.15386237125,False,False
ucc-static-03c60d20f6ba6fb3,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,27,29,2,0,2019-11-28 09:42:54,rsrp=-88|rsrq=-16|snr=1,rsrp=-88|rsrq=-16,-88,-16,1,ploss=0|noise_power_dB=-5,0,-5,2,-99.5865277778,-10.5380305556,6.36910277778,-11.5865277778,11.5865277778,False,5.4619694444,5.4619694444,False,5.36910277778,3.34474815463,False,False
ucc-static-03c60d20f6ba6fb3,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,28,30,2,0,2019-11-28 09:42:55,rsrp=-88|rsrq=-16|snr=1,rsrp=-88|rsrq=-16,-88,-16,1,ploss=0|noise_power_dB=-5,0,-5,2,-99.5865277778,-10.5380305556,6.36910277778,-11.5865277778,11.5865277778,False,5.4619694444,5.4619694444,False,5.36910277778,3.34474815463,False,False
